Resource,Oberon,NEXT01RA2026,CAM_CAM_RA_i,CAM_CPE_RA_ii,CAM_CPE_RA_i,CAISO_Advanced_CCGT_candidate,HDP01RA2027,SUN01RA2031,CAISO_Shed_DR_Tranche1,Aramis,SENA01RA2027,CALP01RA2027,TPS01RA2024,CAM_DR_RA,EBMUD01RA2024,HDP01RA2030,MRL01RA2030,CAISO_Aero_CT_candidate,CHEV01RA2025,CAM_CAM_RA_ii,OhmConnect,SDGE01RA2024,CHEV01RA2024,HDP01RA2028,CAM_CAM_RA_iii,Generic_RA_Only,GEN01RA2026,CAISO_Reciprocating_Engine_candidate
t1046,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1047,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1048,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1049,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1050,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1051,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1052,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1053,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1054,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1055,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1056,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1057,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1058,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1059,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1060,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1061,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1062,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1063,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1064,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1065,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1066,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1067,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1068,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1069,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1070,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1071,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1072,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1073,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1074,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1075,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1076,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1077,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1078,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1079,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1080,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1081,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1082,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1083,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1084,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1085,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1086,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1087,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1088,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1089,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1090,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1091,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1092,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1093,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1094,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1095,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1096,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1097,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1098,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1099,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1100,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1101,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1102,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1103,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1104,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1105,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1106,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1107,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1108,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1109,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1110,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1111,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1112,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1113,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1114,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1115,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1116,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1117,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1118,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1119,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1120,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1121,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1122,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1123,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1124,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1125,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1126,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1127,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1128,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1129,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1130,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1131,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1132,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1133,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1134,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1135,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1136,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1137,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1138,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1139,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1140,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1141,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1142,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1143,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1144,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1145,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1146,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1147,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1148,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1149,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1150,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1151,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1152,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1153,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1154,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1155,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1156,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1157,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1158,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
