BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge
t928,707.3165243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1089.0,143.2,-0.0
t929,721.2146611784766,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1241.0,143.2,-0.0
t930,695.8089979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1379.0,143.2,-0.0
t931,580.0249347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1453.0,146.6,-0.0
t932,434.7621347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1494.0,150.0,-0.0
t933,346.81433475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500.0,105.05,-0.0
t934,333.4833347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1400.0,0.0,-0.0
t935,359.33313475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1328.0,0.0,-0.0
t936,333.82293475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1247.0,0.0,-0.0
t937,333.77493475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1154.0,0.0,-0.0
t938,348.2033347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1084.0,0.0,-0.0
t939,306.27959796580336,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1048.0,0.0,-0.0
t940,268.52426117847654,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1050.0,0.0,-0.0
t941,267.2385243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1102.0,0.0,-0.0
t942,317.86778760382293,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1169.0,0.0,-0.0
t943,343.24265081649617,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1176.0,0.0,-0.0
t944,447.15231402916936,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1184.0,0.0,-0.0
t945,555.3537772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1074.0,127.60000000000001,-0.0
t946,606.1594404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1053.0,143.2,-0.0
t947,562.2634404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1030.0,143.2,-0.0
t948,533.7558404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051.0,143.2,-0.0
t949,553.1175772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-880.0,143.2,-0.0
t950,564.0027140291694,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-953.0,143.2,-0.0
t951,574.5282508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1072.0,143.2,-0.0
t952,556.7411876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1138.0,143.2,-0.0
t953,590.7089243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1210.0,143.2,-0.0
t954,594.8640611784766,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1340.0,143.2,-0.0
t955,510.9871979658034,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1424.0,142.0,-0.0
t956,433.4715347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1482.0,116.85,-0.0
t957,354.2855347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1490.0,88.12699328861584,-0.0
t958,324.6937347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1397.0,0.0,-0.0
t959,296.30033475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1326.0,0.0,-0.0
t960,304.5741347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1244.0,0.0,-0.0
t961,310.78333475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1156.0,0.0,-0.0
t962,311.0941347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1087.0,0.0,-0.0
t963,269.7301979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1053.0,0.0,-0.0
t964,242.47226117847651,0.0,-87.15156015526645,0.0,0.0,0.0,0.0,0.0,0.0,-1053.0,0.0,-0.0
t965,228.2501243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1105.0,0.0,-0.0
t966,252.37218760382297,74.07882613197648,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1172.0,0.0,-0.0
t967,287.9614508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1172.0,0.0,-0.0
t968,397.27991402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1157.0,0.0,-0.0
t969,549.6605772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1053.0,129.40000000000003,-0.0
t970,611.6018404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-971.0,143.2,-0.0
t971,640.9562404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-973.0,143.2,-0.0
t972,633.9458404545156,0.0,-75.52941176470593,0.0,0.0,0.0,0.0,0.0,0.0,-885.0,143.2,-0.0
t973,601.8612404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-802.0,0.0,-0.0
t974,612.2799772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-951.0,143.2,-0.0
t975,631.1433140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-982.0,143.2,-0.0
t976,650.1602508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1111.0,143.2,-0.0
t977,645.2115876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1240.0,143.2,-0.0
t978,605.1649243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1357.0,143.2,-0.0
t979,547.5026611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1421.0,140.7,-0.0
t980,436.6205979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1492.0,122.12050671138428,-0.0
t981,350.2967347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1502.0,118.02250000000001,-0.0
t982,326.17293475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1408.0,0.0,-0.0
t983,315.46873475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1335.0,0.0,-0.0
t984,303.48139796580335,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1253.0,0.0,-0.0
t985,290.23866117847655,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1165.0,0.0,-0.0
t986,272.4967243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1095.0,0.0,-0.0
t987,256.51098760382297,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1058.0,0.0,-0.0
t988,245.76905081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1058.0,0.0,-0.0
t989,278.79818760382295,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1111.0,0.0,-0.0
t990,304.96245081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1169.0,0.0,-0.0
t991,341.1071140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1171.0,0.0,-0.0
t992,435.57977724184246,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1171.0,0.0,-0.0
t993,563.5626404545158,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-1099.0,113.39999999999999,-0.0
t994,580.4488404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1001.0,143.2,-0.0
t995,583.7222404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-894.0,143.2,-0.0
t996,571.3286404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-875.0,143.2,-0.0
t997,562.6752404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-872.0,143.2,-0.0
t998,568.0823772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-921.0,143.2,-0.0
t999,578.2025140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1008.0,143.2,-0.0
t1000,593.7878508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1094.0,143.2,-0.0
t1001,582.4021876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256.0,143.2,-0.0
t1002,557.1117243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1399.0,143.2,-0.0
t1003,508.7594611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1470.0,142.1,-0.0
t1004,414.01239796580336,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1499.0,117.0,-0.0
t1005,335.42393475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1512.0,122.31,-0.0
t1006,334.6151347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1422.0,0.0,-0.0
t1007,327.74653475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1350.0,0.0,-0.0
t1008,295.32173475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1269.0,0.0,-0.0
t1009,304.10513475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1327.0,0.0,-0.0
t1010,313.6547347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1242.0,0.0,-0.0
t1011,314.4043347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1186.0,0.0,-0.0
t1012,307.01013475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1154.0,0.0,-0.0
t1013,316.70973475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1145.0,0.0,-0.0
t1014,387.75933475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1111.0,0.0,-0.0
t1015,400.0419979658034,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1028.0,0.0,-0.0
t1016,449.21266117847654,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-977.0,0.0,-0.0
t1017,566.6935243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-954.0,68.0,-0.0
t1018,608.673587603823,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-956.0,134.8,-0.0
t1019,609.7408508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.0,141.7,-0.0
t1020,625.1447876038229,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033.0,143.2,-0.0
t1021,642.9549243911497,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1059.0,143.2,-0.0
t1022,662.7150611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1157.0,143.2,-0.0
t1023,676.6817979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1302.0,143.2,-0.0
t1024,688.6985347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1434.0,143.2,-0.0
t1025,676.3547347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1565.0,121.1,-0.0
t1026,656.3385347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1726.0,93.19999999999999,-0.0
t1027,582.4603347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1792.0,118.55,-0.0
t1028,477.70273475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1789.0,150.0,-0.0
t1029,355.5687347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1714.0,82.85500000000008,-0.0
t1030,350.0995347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1566.0,0.0,-0.0
t1031,342.3557347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1436.0,0.0,-0.0
t1032,359.8119347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1384.0,0.0,-0.0
t1033,343.5681347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1285.0,0.0,-0.0
t1034,311.92433475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1209.0,0.0,-0.0
t1035,295.82433475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168.0,0.0,-0.0
t1036,281.13833475313015,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168.0,0.0,-0.0
t1037,276.56813475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1228.0,0.0,-0.0
t1038,314.49293475313016,90.94999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1292.0,0.0,-0.0
t1039,363.1843347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1310.0,0.0,-0.0
t1040,467.05193475313007,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1311.0,0.0,-0.0
t1041,603.7759347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1300.0,92.4,-0.0
t1042,644.8635979658034,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1268.0,143.2,-0.0
t1043,664.5311347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1230.0,143.2,-0.0
t1044,663.1323347531302,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1266.0,143.2,-0.0
t1045,661.5459347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1358.0,143.2,-0.0
t1046,660.9157347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1458.0,143.2,-0.0
t1047,655.8231347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1550.0,143.2,-0.0
t1048,648.4137347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1652.0,143.2,-0.0
t1049,634.1955347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1802.0,114.39999999999999,-0.0
t1050,587.6549347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1913.0,93.19999999999999,-0.0
t1051,543.6875347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1938.0,115.05,-0.0
t1052,465.1039347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1924.0,150.0,-0.0
t1053,350.92973475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1852.0,42.847500000000004,-0.0
t1054,312.46893475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1683.0,0.0,-0.0
t1055,298.10033475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1557.0,0.0,-0.0
t1056,290.8317347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1454.0,0.0,-0.0
t1057,282.96313475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1344.0,0.0,-0.0
t1058,281.9945347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1259.0,0.0,-0.0
t1059,285.98213475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1208.0,0.0,-0.0
t1060,274.4573347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1201.0,0.0,-0.0
t1061,272.03873475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1253.0,0.0,-0.0
t1062,312.07013475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1312.0,0.0,-0.0
t1063,358.98633475313017,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1316.0,0.0,-0.0
t1064,460.2539347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1327.0,0.0,-0.0
t1065,591.4973979658032,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1265.0,68.1,-0.0
t1066,613.2312611784765,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1206.0,135.1,-0.0
t1067,611.7583979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1210.0,143.2,-0.0
t1068,619.2749347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1226.0,143.2,-0.0
t1069,612.3673347531301,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1316.0,143.2,-0.0
t1070,621.0103347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1408.0,143.2,-0.0
t1071,610.7653347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1538.0,93.19999999999999,-0.0
t1072,598.4455347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1622.0,116.82647058823528,-0.0
t1073,591.0567347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1775.0,101.14999999999999,-0.0
t1074,558.4233347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1893.0,132.39999999999998,-0.0
t1075,486.13093475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1936.0,127.25,-0.0
t1076,371.24913475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1914.0,150.0,-0.0
t1077,285.4009347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1840.0,128.2,-0.0
t1078,280.2059347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1646.0,0.0,-0.0
t1079,275.10013475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1553.0,0.0,-0.0
t1080,279.15053475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1448.0,0.0,-0.0
t1081,301.2447347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1352.0,0.0,-0.0
t1082,291.0843347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1260.0,0.0,-0.0
t1083,287.76273475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1203.0,0.0,-0.0
t1084,282.4981347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1182.0,0.0,-0.0
t1085,274.8883347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1204.0,0.0,-0.0
t1086,315.4541347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1231.0,0.0,-0.0
t1087,351.6475979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1196.0,0.0,-0.0
t1088,438.29326117847654,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1160.0,0.0,-0.0
t1089,551.3317243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1109.0,72.0,-0.0
t1090,569.699387603823,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1075.0,123.19999999999999,-0.0
t1091,565.3575876038229,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1044.0,120.99999999999999,-0.0
t1092,573.2433243911497,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1086.0,143.2,-0.0
t1093,579.5394611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1175.0,143.2,-0.0
t1094,595.2809979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1255.0,132.0,-0.0
t1095,606.6077347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1386.0,104.52647058823528,-0.0
t1096,565.9013347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1506.0,114.79999999999998,-0.0
t1097,585.2807347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1644.0,110.6,-0.0
t1098,575.5781347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1766.0,113.79999999999998,-0.0
t1099,528.5489347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1828.0,122.55,-0.0
t1100,438.0859347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1830.0,100.0,-0.0
t1101,319.8423347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1784.0,150.0,-0.0
t1102,283.78673475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1626.0,0.0,-0.0
t1103,290.59913475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1506.0,0.0,-0.0
t1104,293.8115347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1414.0,0.0,-0.0
t1105,282.6801347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1345.0,0.0,-0.0
t1106,279.79253475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256.0,0.0,-0.0
t1107,286.50493475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1203.0,0.0,-0.0
t1108,290.3173347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1194.0,0.0,-0.0
t1109,307.13593475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1244.0,0.0,-0.0
t1110,390.89833475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1304.0,0.0,-0.0
t1111,422.7143347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1301.0,0.0,-0.0
t1112,501.6315979658034,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1268.0,0.0,-0.0
t1113,589.6298611784766,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1220.0,92.30000000000001,-0.0
t1114,616.0821243911498,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1156.0,143.2,-0.0
t1115,612.1525243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1133.0,143.2,-0.0
t1116,617.8316611784767,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1145.0,143.2,-0.0
t1117,631.9859979658032,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1215.0,95.6,-0.0
t1118,646.9105347531303,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1294.0,93.19999999999999,-0.0
t1119,651.2279347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1394.0,109.27647058823527,-0.0
t1120,646.3267347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1488.0,104.14999999999999,-0.0
t1121,632.0281347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1626.0,125.85,-0.0
t1122,608.9521347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1762.0,116.99999999999999,-0.0
t1123,543.3551347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1818.0,105.19999999999999,-0.0
t1124,456.5329347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1795.0,150.0,-0.0
t1125,328.36933475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1737.0,38.02500000000003,-0.0
t1126,291.3629347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1577.0,0.0,-0.0
t1127,291.16873475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1501.0,0.0,-0.0
t1128,297.9183347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1406.0,0.0,-0.0
t1129,295.41173475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1298.0,0.0,-0.0
t1130,293.8613347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1215.0,0.0,-0.0
t1131,278.16713475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168.0,0.0,-0.0
t1132,285.0167347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1161.0,0.0,-0.0
t1133,280.6663347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1208.0,0.0,-0.0
t1134,305.11593475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1271.0,0.0,-0.0
t1135,361.1365347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1282.0,0.0,-0.0
t1136,464.65153475313014,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-1236.0,0.0,-0.0
t1137,594.4605979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1150.0,62.400000000000006,-0.0
t1138,635.6965979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1117.0,131.5,-0.0
t1139,647.1063347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.0,123.1,-0.0
t1140,638.1449347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.0,117.1,-0.0
t1141,640.4959347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1068.0,93.19999999999999,-0.0
t1142,653.8709347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1157.0,99.07647058823528,-0.0
t1143,654.0209347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1259.0,103.24999999999999,-0.0
t1144,641.1743347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1374.0,102.64999999999999,-0.0
t1145,655.9481347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1541.0,104.8,-0.0
t1146,632.8957347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1686.0,108.55,-0.0
t1147,545.4331347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1750.0,112.15,-0.0
t1148,422.6303347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1737.0,150.0,-0.0
t1149,307.4157347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1700.0,105.0,-0.0
t1150,312.2091347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1579.0,36.89999999999999,-0.0
t1151,276.80413475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1506.0,0.0,-0.0
t1152,292.87993475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1386.0,0.0,-0.0
t1153,300.87453475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1296.0,0.0,-0.0
t1154,294.2703347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1212.0,0.0,-0.0
t1155,287.07853475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1156.0,0.0,-0.0
t1156,266.65993475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1134.0,0.0,-0.0
